time,open,high,low,close,tick_volume,spread,real_volume
2024-07-22 00:00:00,1.2910599999999999,1.29112,1.29105,1.29112,13,86,0
2024-07-22 00:15:00,1.2911299999999999,1.29122,1.29099,1.2912,151,64,0
2024-07-22 00:30:00,1.29122,1.2917,1.29092,1.2912,428,22,0
2024-07-22 00:45:00,1.2912,1.29165,1.29083,1.29122,2088,18,0
2024-07-22 01:00:00,1.29124,1.29206,1.29124,1.29199,265,10,0
2024-07-22 01:15:00,1.29199,1.29263,1.29199,1.29263,219,10,0
2024-07-22 01:30:00,1.29263,1.2932000000000001,1.29263,1.29314,211,10,0
2024-07-22 01:45:00,1.29314,1.29339,1.29307,1.29334,171,10,0
2024-07-22 02:00:00,1.29334,1.29344,1.29324,1.29341,756,10,0
2024-07-22 02:15:00,1.29342,1.2937699999999999,1.29339,1.29373,315,10,0
2024-07-22 02:30:00,1.29373,1.2939,1.29344,1.2936,229,10,0
2024-07-22 02:45:00,1.29359,1.29359,1.2931300000000001,1.29319,470,10,0
2024-07-22 03:00:00,1.29319,1.29328,1.29247,1.293,906,10,0
2024-07-22 03:15:00,1.293,1.29303,1.29271,1.29279,673,10,0
2024-07-22 03:30:00,1.29278,1.29282,1.29246,1.2925200000000001,354,10,0
2024-07-22 03:45:00,1.2925200000000001,1.29283,1.29246,1.29282,374,10,0
2024-07-22 04:00:00,1.29281,1.2929599999999999,1.29222,1.29231,406,10,0
2024-07-22 04:15:00,1.29231,1.29251,1.29226,1.2923499999999999,324,10,0
2024-07-22 04:30:00,1.2923499999999999,1.2925499999999999,1.2923,1.29244,499,10,0
2024-07-22 04:45:00,1.29244,1.29245,1.29143,1.2915,727,10,0
2024-07-22 05:00:00,1.29146,1.2916,1.29116,1.29154,570,10,0
2024-07-22 05:15:00,1.29154,1.2916,1.29132,1.29155,797,10,0
2024-07-22 05:30:00,1.29155,1.29192,1.29155,1.29188,536,10,0
2024-07-22 05:45:00,1.29189,1.29223,1.29189,1.29214,467,10,0
2024-07-22 06:00:00,1.29213,1.29246,1.29206,1.2922500000000001,435,10,0
2024-07-22 06:15:00,1.2922500000000001,1.2923499999999999,1.29214,1.29216,340,10,0
2024-07-22 06:30:00,1.29216,1.29222,1.2919399999999999,1.29208,260,10,0
2024-07-22 06:45:00,1.29208,1.29223,1.29195,1.29222,362,10,0
2024-07-22 07:00:00,1.29221,1.29237,1.29192,1.29203,368,10,0
2024-07-22 07:15:00,1.29203,1.29224,1.29203,1.29222,270,10,0
2024-07-22 07:30:00,1.29222,1.29222,1.2919,1.29202,173,10,0
2024-07-22 07:45:00,1.29202,1.29214,1.2917100000000001,1.29172,469,10,0
2024-07-22 08:00:00,1.2917100000000001,1.2917100000000001,1.29136,1.29139,558,10,0
2024-07-22 08:15:00,1.29139,1.29145,1.29111,1.29142,595,10,0
2024-07-22 08:30:00,1.29142,1.2916400000000001,1.29114,1.29122,401,10,0
2024-07-22 08:45:00,1.29122,1.29147,1.29114,1.29124,522,10,0
2024-07-22 09:00:00,1.29123,1.29175,1.29099,1.29149,1562,10,0
2024-07-22 09:15:00,1.29149,1.29158,1.29095,1.29124,1371,10,0
2024-07-22 09:30:00,1.29123,1.29202,1.29114,1.2919,1367,10,0
2024-07-22 09:45:00,1.29189,1.2919399999999999,1.29142,1.2916699999999999,1418,10,0
2024-07-22 10:00:00,1.2917399999999999,1.29278,1.2917399999999999,1.29222,1655,10,0
2024-07-22 10:15:00,1.29222,1.29301,1.29186,1.29284,1809,10,0
2024-07-22 10:30:00,1.29284,1.29307,1.29253,1.29281,1285,10,0
2024-07-22 10:45:00,1.29282,1.29303,1.29223,1.29234,1139,10,0
2024-07-22 11:00:00,1.2923499999999999,1.29265,1.29211,1.29258,1038,10,0
2024-07-22 11:15:00,1.29258,1.29272,1.29222,1.2927,834,10,0
2024-07-22 11:30:00,1.2927,1.29317,1.2926199999999999,1.29287,1112,10,0
2024-07-22 11:45:00,1.29288,1.2928899999999999,1.29229,1.29272,1327,10,0
2024-07-22 12:00:00,1.29272,1.29326,1.29246,1.29322,1024,10,0
2024-07-22 12:15:00,1.29321,1.29336,1.2928,1.2929,1075,10,0
2024-07-22 12:30:00,1.2929,1.2929,1.29248,1.29273,902,10,0
2024-07-22 12:45:00,1.29272,1.29336,1.2927,1.29301,835,10,0
2024-07-22 13:00:00,1.293,1.29301,1.2924,1.29265,856,10,0
2024-07-22 13:15:00,1.29265,1.29324,1.29263,1.29318,893,10,0
2024-07-22 13:30:00,1.29318,1.29393,1.293,1.2937400000000001,1170,10,0
2024-07-22 13:45:00,1.29375,1.2940800000000001,1.29353,1.2937699999999999,1147,10,0
2024-07-22 14:00:00,1.29378,1.29419,1.29345,1.2935699999999999,886,10,0
2024-07-22 14:15:00,1.2935699999999999,1.29375,1.29314,1.2932299999999999,658,10,0
2024-07-22 14:30:00,1.2932299999999999,1.2935699999999999,1.2931,1.2931,653,10,0
2024-07-22 14:45:00,1.2931,1.29311,1.2923200000000001,1.29243,734,10,0
2024-07-22 15:00:00,1.29244,1.2928600000000001,1.2923499999999999,1.2925200000000001,1289,10,0
2024-07-22 15:15:00,1.2925200000000001,1.29287,1.29249,1.2925499999999999,1195,10,0
2024-07-22 15:30:00,1.29256,1.29258,1.29158,1.2916,1576,10,0
2024-07-22 15:45:00,1.29159,1.29188,1.2913299999999999,1.2916,1303,10,0
2024-07-22 16:00:00,1.29161,1.29192,1.29144,1.29153,1339,10,0
2024-07-22 16:15:00,1.29154,1.29187,1.29134,1.29145,956,10,0
2024-07-22 16:30:00,1.29145,1.2919100000000001,1.29143,1.29161,1504,10,0
2024-07-22 16:45:00,1.29161,1.29184,1.2913299999999999,1.2917,1338,10,0
2024-07-22 17:00:00,1.2917100000000001,1.29175,1.2912,1.29129,1518,10,0
2024-07-22 17:15:00,1.2913000000000001,1.2913000000000001,1.2906900000000001,1.29107,1256,10,0
2024-07-22 17:30:00,1.29107,1.29143,1.29089,1.29131,970,10,0
2024-07-22 17:45:00,1.29132,1.29142,1.29101,1.29122,1310,10,0
2024-07-22 18:00:00,1.29122,1.2918,1.29115,1.2917100000000001,928,10,0
2024-07-22 18:15:00,1.2917100000000001,1.29181,1.29141,1.29146,1082,10,0
2024-07-22 18:30:00,1.29147,1.29153,1.29063,1.2906900000000001,1202,10,0
2024-07-22 18:45:00,1.2906900000000001,1.29096,1.29047,1.29077,1391,10,0
2024-07-22 19:00:00,1.29077,1.29097,1.29053,1.29097,1088,10,0
2024-07-22 19:15:00,1.29101,1.29146,1.29101,1.29125,796,10,0
2024-07-22 19:30:00,1.29124,1.29153,1.29105,1.29145,884,10,0
2024-07-22 19:45:00,1.29145,1.29183,1.29136,1.29175,974,10,0
2024-07-22 20:00:00,1.29175,1.29246,1.29175,1.29243,882,10,0
2024-07-22 20:15:00,1.29244,1.29248,1.29203,1.29204,925,10,0
2024-07-22 20:30:00,1.29204,1.29236,1.29193,1.2923499999999999,624,10,0
2024-07-22 20:45:00,1.2923499999999999,1.2925200000000001,1.29208,1.29215,617,10,0
2024-07-22 21:00:00,1.2922,1.29224,1.29195,1.292,895,10,0
2024-07-22 21:15:00,1.2920099999999999,1.29229,1.2919399999999999,1.2919399999999999,680,10,0
2024-07-22 21:30:00,1.29192,1.29208,1.29185,1.2920099999999999,679,10,0
2024-07-22 21:45:00,1.2920099999999999,1.29244,1.2919100000000001,1.29243,786,10,0
2024-07-22 22:00:00,1.29243,1.29243,1.29217,1.2923,1136,10,0
2024-07-22 22:15:00,1.2923,1.29237,1.29227,1.29229,587,10,0
2024-07-22 22:30:00,1.29229,1.2926199999999999,1.29227,1.29251,622,10,0
2024-07-22 22:45:00,1.2925,1.2928899999999999,1.29243,1.2928600000000001,572,10,0
2024-07-22 23:00:00,1.29285,1.29297,1.29282,1.29295,185,10,0
2024-07-22 23:15:00,1.29294,1.29299,1.29283,1.29295,50,10,0
2024-07-22 23:30:00,1.29295,1.29298,1.2928899999999999,1.2929,84,10,0
2024-07-22 23:45:00,1.2929,1.2934,1.29288,1.2932000000000001,207,10,0
2024-07-23 00:00:00,1.29299,1.29319,1.29277,1.29309,231,29,0
2024-07-23 00:15:00,1.29309,1.29315,1.29272,1.29298,152,27,0
2024-07-23 00:30:00,1.29298,1.2931599999999999,1.2925,1.29305,1093,10,0
2024-07-23 00:45:00,1.29304,1.29324,1.29287,1.2929599999999999,997,12,0
2024-07-23 01:00:00,1.29295,1.29324,1.29295,1.29324,241,10,0
2024-07-23 01:15:00,1.29325,1.29326,1.2932299999999999,1.2932299999999999,97,10,0
2024-07-23 01:30:00,1.29324,1.29344,1.2932299999999999,1.29343,59,10,0
2024-07-23 01:45:00,1.29343,1.29343,1.2932000000000001,1.29324,76,10,0
2024-07-23 02:00:00,1.29324,1.29324,1.29312,1.2931300000000001,279,10,0
2024-07-23 02:15:00,1.29314,1.29324,1.29312,1.2932299999999999,72,10,0
2024-07-23 02:30:00,1.29322,1.2932299999999999,1.29311,1.2931599999999999,129,10,0
2024-07-23 02:45:00,1.2931599999999999,1.29327,1.29302,1.29303,244,10,0
2024-07-23 03:00:00,1.29304,1.29342,1.29301,1.29304,790,10,0
2024-07-23 03:15:00,1.29304,1.29324,1.2927,1.2927,774,10,0
2024-07-23 03:30:00,1.29271,1.2929300000000001,1.29268,1.29269,545,10,0
2024-07-23 03:45:00,1.2927,1.29292,1.29246,1.29278,953,10,0
2024-07-23 04:00:00,1.29278,1.29304,1.2925900000000001,1.29301,725,10,0
2024-07-23 04:15:00,1.29301,1.29333,1.29301,1.2932299999999999,400,10,0
2024-07-23 04:30:00,1.2932299999999999,1.29324,1.29292,1.29304,447,10,0
2024-07-23 04:45:00,1.29304,1.29304,1.29282,1.2929599999999999,463,10,0
